Title,Summary,review_link,review_link-href,Review,Recommended-dishes,address,telephone,drinks,cuisine
"Ganso","Ganso is half-hidden on a bland tangent off the Fulton Street Mall in Downtown Brooklyn, at a midpoint between Armani Exchange and IHOP.","Read Review","http://www.nytimes.com/2012/11/14/dining/reviews/hungry-city-ganso-in-downtown-brooklyn.html?rref=collection%2Fcollection%2Frestaurant-guide","[{""Review"":""GANSO does not announce itself. It is half-hidden on a bland tangent off the Fulton Street Mall in Downtown Brooklyn, at a midpoint between Armani Exchange and IHOP. You will know it by the clusters of people lurking on the sidewalk, waiting to warm their faces over bowls of ramen.""},{""Review"":""Inside is a geometry of raw cedar, angular booths roomy enough for three to squeeze in on each side and a long banquette lined with blocky (and surprisingly comfortable) stools. In the back, counter seats and smaller booths built for two leave the narrowest of aisles for the servers to run and run.""}]","singlepage.com/ganso","25 Bond Street,
                             Downtown Brooklyn","718-403-0900","Gyoza, Rio’s wings, buta kimchi buns, kari kari buns, root vegetable kinpira, spicy miso ramen.","Japanese"
"Distilled","The mission statement that preceded a meal (“We are an American public house”) was slightly coy about the restaurant’s ambitions. There are wings, onion rings and ribs, but they are elevated by unexpected spices and technical flourishes.","Read Review","http://www.nytimes.com/2013/09/18/dining/reviews/hungry-city-distilled-in-tribeca.html?rref=collection%2Fcollection%2Frestaurant-guide","[{""Review"":""“Hey,” the man on the phone said. “Are you still coming tonight?”""},{""Review"":""It took a moment for me to realize that he was calling from Distilled to confirm my dinner reservation.""}]","singlepage.com/distilled","211 West Broadway ,
                             TriBeCa","212-601-9514","BLT; chilled charred broccoli; porgy; burger; wings; country fried duck and waffles; pork ribs; s’mores.","American"
"Café Rue Dix","Café Rue Dix is a restaurant firmly of the neighborhood but cosmopolitan in outlook, mixing plates of French moules frites and Senegalese thiebou djeun, spinning Edith Piaf between griot rap and mbalax.","Read Review","http://www.nytimes.com/2014/09/10/dining/hungry-city-cafe-rue-dix-in-crown-heights-brooklyn.html?rref=collection%2Fcollection%2Frestaurant-guide","[{""Review"":""The first Senegalese dish I ate at Café Rue Dix looked a lot like Vietnamese spring rolls: pale, crackly bundles with bubbled bits of rice paper shearing off, backed by frills of kale. They came with a dark dipping sauce as vinegary and lime-bright as nuoc cham.""},{""Review"":""It turned out to be a family resemblance. The rolls were taken to West Africa by the Vietnamese wives of the Tirailleurs Sénégalais, French colonial recruits who served in the Indochina War of the 1940s and ’50s. At Café Rue Dix, which opened last summer in Crown Heights, Brooklyn, the rolls are made as they are in Dakar, with a Senegalese twist: The meat’s flavor is boosted by guedj, a dried fermented fish that outfunks Southeast Asian fish sauce.""}]","singlepage.com/cafe-rue-dix","1451 Bedford Avenue,
                             Crown Heights","929-234-2543","Senegalese spring rolls; mafe; yassa guinar; salmon Provençal; steak frites; fries with Senegalese hot sauce.","African, French"
"Anella","An intimate little art house of a restaurant in Greenpoint, with a menu of simple, seasonally appropriate food.","Read Review","http://www.nytimes.com/2010/12/22/dining/reviews/22rest.html?rref=collection%2Fcollection%2Frestaurant-guide","[{""Review"":""ANELLA is an intimate little art house of a restaurant on a block in Greenpoint, Brooklyn, that might be a rough part of Paris or an old part of Boston, some forgotten corner of a city that can reach back into the 19th century for building stock and scale. The wind whips in off the East River there sharp as razors, and old women squabble in Polish on the street. You will need your adventure boots to get there, perhaps.""},{""Review"":""But the narrow bar and dining room are warm as candlelight, decorated in that nice urban variation on farmhouse chic that is common to restaurants in north Brooklyn, all brick and reclaimed hardwood, with Edison bulbs hanging from the tin ceiling that cast shadows over pockmarked plaster and ancient paint. (Beards and cardigans abound at the tables, as well as vintage dresses, heavy clogs.) Service is easygoing, nice.""}]","Pleasantly hipsterish: The raggedy bar belies both the care with which it was put together and the quality of the kitchen in back.","222 Franklin Street,
                             Greenpoint","718-389-8100","Moderate.","Italian, New American"
"Cafe Kristall","The chef Kurt Gutenbrunner’s jewel-box cafe has been remade with décor that is decidedly Viennese and a menu that smacks with Austrian authority.","Read Review","http://www.nytimes.com/2010/12/08/dining/reviews/08dinbriefs-2.html?rref=collection%2Fcollection%2Frestaurant-guide","[{""Review"":""70 Mercer Street (Broome Street), SoHo, (212) 274-1500, kg-ny.com.""},{""Review"":""In New York, if the bud vase on your cafe table holds a tasteful spray of asparagus and edelweiss, it is likely that the chef Kurt Gutenbrunner — the city’s resident artist of all things Austrian — is behind it.""}]","singlepage.com/cafe-kristall","70 Mercer Street,
                             SoHo","212-274-1500","Croissants, pastries, cookies, spicy egg sandwich, beet and horseradish terrine, spaetzle with shrimp and broccoli.","Austrian"
"Red Rooster Harlem","Marcus Samuelsson’s vibrant restaurant on Lenox Avenue is that rarest of cultural institutions, one that supports not just the idea or promise of diversity, but diversity itself.","Read Review","http://www.nytimes.com/2011/03/09/dining/reviews/09rest.html?rref=collection%2Fcollection%2Frestaurant-guide","[]","null","null","null","null","null"
"Bill's Bar and Burger","Bill's, in the meatpacking district, serves a deeply uninteresting burger.","Read Review","http://www.nytimes.com/2009/11/25/dining/reviews/25brief-002.html?rref=collection%2Fcollection%2Frestaurant-guide","[{""Review"":""Bill’s Bar and Burger""},{""Review"":""22 Ninth Avenue (West 13th Street); (212) 414-3003.""}]","null","null","null","null","null"
"Littleneck","This cute, shipshape seafood shack near Brooklyn’s Gowanus Canal serves clams raw, steamed, in a chowder, and in a roll, sometimes to tasty effect.","Read Review","http://www.nytimes.com/2012/01/18/dining/reviews/littleneck-and-sea-witch-nyc-restaurant-review.html?rref=collection%2Fcollection%2Frestaurant-guide","[{""Review"":""COULD the clam roll become the new lobster roll? Two new Brooklyn restaurants are betting so.""},{""Review"":""It would be a return to glory: New York once supplied most of the nation’s hard-shelled clams. Canarsie Indians thrived on mollusks from the stream that became the Gowanus Canal. Nowadays, the old mill buildings and warehouses along this industrial waterway hold a salty allure for arty types; the former wasteland downhill from Park Slope is starting to look like Williamsburg.""}]","singlepage.com/lilttleneck","288 Third Avenue ,
                             Gowanus","718-522-1921","Oysters on the half shell; salt shrimp; clam roll; all salads.","Seafood"
"Almayass","Family values set the tone for the whole experience of eating at Almayass.","Read Review","http://www.nytimes.com/2012/07/11/dining/reviews/almayass-in-manhattan-restaurant-review.html?rref=collection%2Fcollection%2Frestaurant-guide","[{""Review"":""ANY time a server in Manhattan informs you that “all our food is served family style,” you can be certain that the dining room will be notably free of actual families. Platters that might feed two children and their parents are more likely to languish before a herd of bachelors and bachelorettes, who will reflexively hoist forks to their mouths while getting drunk on cocktails invented by publicists.""},{""Review"":""I found myself wondering where all the family restaurants have gone while spending time at Almayass, which opened this spring on East 21st Street, a few steps from the gang-grazing mess halls of lower Park Avenue. Every time I ate there I saw enormous tables covered with lemony hummus, yogurt-coated eggplant dolmas and canapés of spiced meats under quail’s-egg bull’s-eyes, and at least one of those tables would be swarmed by a large clan, from grandparents to their children to their children’s tiny infants taking a turn on one shoulder after another.""}]","Not luxurious, but comfortable, and enlivened by the work of several Lebanese artists.","24 East 21st Street,
                             Flatiron","212-473-3100","Boisterous at times.","Middle Eastern"
"2nd City","At this Filipino-leaning taqueria, the chef Jordan Andino turns lumpia wrappers into chips, for dunking in suka; anoints tacos with sinigang, a tangy tamarind soup; and otherwise makes what he calls “AmAsian,” or American-Asian, food — more general than specific.","Read Review","http://www.nytimes.com/2016/09/21/dining/2nd-city-west-village-swell-dive-bedford-stuyvesant.html?rref=collection%2Fcollection%2Frestaurant-guide","[{""Review"":""Filipino food was once an underdog among Asian cuisines.""},{""Review"":""Five years ago, it was little known in New York City outside ethnic enclaves like Little Manila in Woodside, Queens, and a cluster of groceries and restaurants along First Avenue in the East Village that catered to families of Filipino nurses.""}]","singlepage.com/2nd-city","525 Hudson Street,
                             West Village","917-639-3262","Chips and suka; Hot Fili Chick (two chicken-breast sliders); Bi-Curious Tacos (barracuda taco and short-rib taco). Price $3.95 to $14.95.","Philippine"
