name,address,zipcode,cuisine,price,violation_code,critical_flag,grade,median_household_income,median_real_estate_value,population_density,cost_of_living,population,neighborhood,borough
adalya,"55 irving pl,",10003,mediterranean,$$$,06C,Critical,A,92540,817700,99419,159.2,57310,Lower East Side,Manhattan
otto's tacos,"141 2nd ave,",10003,mexican,$,02B,Critical,A,92540,817700,99419,159.2,57310,Lower East Side,Manhattan
the halal guys,"307 east 14th st, ,",10003,mediterranean middle eastern pakistani,$,10F,Not Critical,A,92540,817700,99419,159.2,57310,Lower East Side,Manhattan
al vicoletto,"9 e 17th st, ,",10003,bars italian,$$,08B,Not Critical,A,92540,817700,99419,159.2,57310,Lower East Side,Manhattan
union square cafe/ daily provisions,"101 e 19th st, ,",10003,bars american,$$$,06D,Critical,A,92540,817700,99419,159.2,57310,Lower East Side,Manhattan
the copper still,"151 2nd ave, ,",10003,bars irish,$$,06D,Critical,A,92540,817700,99419,159.2,57310,Lower East Side,Manhattan
new mizu sushi,"350 e 9th st,",10003,bars japanese,$$,10F,Not Critical,A,92540,817700,99419,159.2,57310,Lower East Side,Manhattan
bluestone lane,"770 broadway,",10003,cafe,$$,06D,Critical,A,92540,817700,99419,159.2,57310,Lower East Side,Manhattan
mamoun's falafel,"30 st marks pl,",10003,middle eastern,$,09C,Not Critical,A,92540,817700,99419,159.2,57310,Lower East Side,Manhattan
udon west,"11 st marks pl, ,",10003,chinese japanese,$,08C,Not Critical,B,92540,817700,99419,159.2,57310,Lower East Side,Manhattan
local 92,"92 2nd ave, ,",10003,mediterranean,$$,06D,Critical,A,92540,817700,99419,159.2,57310,Lower East Side,Manhattan
the winslow,"243 e 14th st, ,",10003,bars american,$$,06C,Critical,A,92540,817700,99419,159.2,57310,Lower East Side,Manhattan
wise men,"355 bowery, ,",10003,bars american,$$,10F,Not Critical,A,92540,817700,99419,159.2,57310,Lower East Side,Manhattan
lafayette,"380 lafayette st, ,",10003,bakery french,$$$,04H,Critical,A,92540,817700,99419,159.2,57310,Lower East Side,Manhattan
edwin & neal's fish bar,"345 6th st, ,",10003,seafood,$$,08A,Not Critical,A,92540,817700,99419,159.2,57310,Lower East Side,Manhattan
the hummus and pita co.,"815 broadway, ,",10003,mediterranean middle eastern vegan,$,09A,Not Critical,A,92540,817700,99419,159.2,57310,Lower East Side,Manhattan
brick lane curry house,"99 2nd ave,",10003,indian,$$,06B,Critical,B,92540,817700,99419,159.2,57310,Lower East Side,Manhattan
max brenner new york,"841 broadway,",10003,desserts american,$$,04N,Critical,A,92540,817700,99419,159.2,57310,Lower East Side,Manhattan
kenka,"25 st marks pl, ,",10003,bars japanese,$$,04N,Critical,B,92540,817700,99419,159.2,57310,Lower East Side,Manhattan
beetle house,"308 east 6th st, ,",10003,european cuban american puerto rican latin dominican,$$,09B,Not Critical,A,92540,817700,99419,159.2,57310,Lower East Side,Manhattan
the immigrant tap room,"341 e 9th st,",10003,bars,$$,10B,Not Critical,A,92540,817700,99419,159.2,57310,Lower East Side,Manhattan
taqueria st. marks place,"79 st marks pl, ,",10003,mexican,$$,09B,Not Critical,A,92540,817700,99419,159.2,57310,Lower East Side,Manhattan
murray's falafel and grill,"261 1st ave, ,",10003,jewish middle eastern,$,06D,Critical,A,92540,817700,99419,159.2,57310,Lower East Side,Manhattan
jp street,"52 e 8th st, ,",10003,burgers japanese,$,04M,Critical,B,92540,817700,99419,159.2,57310,Lower East Side,Manhattan
mimi cheng's dumplings,"179 2nd ave, ,",10003,taiwanese chinese,$$,10F,Not Critical,A,92540,817700,99419,159.2,57310,Lower East Side,Manhattan
tortaria,"94 university pl, ,",10003,mexican,$$,06D,Critical,A,92540,817700,99419,159.2,57310,Lower East Side,Manhattan
hou yi hot pot,"97 2nd ave, ,",10003,chinese seafood asian american,$$,10B,Not Critical,A,92540,817700,99419,159.2,57310,Lower East Side,Manhattan
subway,28 e 8th st,10003,,$,10F,Not Critical,A,92540,817700,99419,159.2,57310,Lower East Side,Manhattan
le petit parisien,"32 e 7th st,",10003,french,$$,10D,Not Critical,A,92540,817700,99419,159.2,57310,Lower East Side,Manhattan
durden,"213 2nd ave,",10003,bars armenian american,$$,04L,Critical,A,92540,817700,99419,159.2,57310,Lower East Side,Manhattan
cafe rakka,"81 st marks pl, ,",10003,mediterranean middle eastern vegan,$,10F,Not Critical,A,92540,817700,99419,159.2,57310,Lower East Side,Manhattan
dbgb kitchen and bar,"299 bowery, ,",10003,bars french,$$$,02B,Critical,A,92540,817700,99419,159.2,57310,Lower East Side,Manhattan
cho-ko restaurant,"59 1st ave,",10003,japanese chinese,$,04N,Critical,A,92540,817700,99419,159.2,57310,Lower East Side,Manhattan
shinbashi restaurant,"85 1st ave, ,",10003,bars japanese,$$,04L,Critical,B,92540,817700,99419,159.2,57310,Lower East Side,Manhattan
craftbar,"900 broadway,",10003,american,$$$,10I,Not Critical,A,92540,817700,99419,159.2,57310,Lower East Side,Manhattan
east village thia restaurant,"32 e 7th st, ,",10003,thai,$$,02B,Critical,A,92540,817700,99419,159.2,57310,Lower East Side,Manhattan
pier a harbor house,"22 battery pl, ,",10004,bars american,$$,10B,Not Critical,A,129313,894200,5015,156.1,2807,Lower Manhattan,Manhattan
antinori ristorante,"8 stone st, ,",10004,italian,$$$,06D,Critical,A,129313,894200,5015,156.1,2807,Lower Manhattan,Manhattan
white horse tavern - financial district,"25 bridge st, ,",10004,bars burgers american,$,08A,Not Critical,A,129313,894200,5015,156.1,2807,Lower Manhattan,Manhattan
shorty's,"62 pearl st, ,",10004,bars american,$$,04A,Critical,A,129313,894200,5015,156.1,2807,Lower Manhattan,Manhattan
pier a harbor house,"22 battery pl, ,",10004,bars seafood american,$$,10B,Not Critical,A,129313,894200,5015,156.1,2807,Lower Manhattan,Manhattan
gigino at wagner park,"20 battery pl, ,",10004,seafood italian,$$$,10B,Not Critical,A,129313,894200,5015,156.1,2807,Lower Manhattan,Manhattan
murphy's tavern,"6 stone st,",10004,bars american,$$,04N,Critical,C,129313,894200,5015,156.1,2807,Lower Manhattan,Manhattan
bobby van's steakhouse,"25 broad street,",10004,seafood american,$$$,04L,Critical,B,129313,894200,5015,156.1,2807,Lower Manhattan,Manhattan
dig inn seasonal market,"80 broad st, ,",10004,american,$$,10F,Not Critical,A,129313,894200,5015,156.1,2807,Lower Manhattan,Manhattan
fraunces tavern,"54 pearl st, ,",10004,bars american,$$,04N,Critical,A,129313,894200,5015,156.1,2807,Lower Manhattan,Manhattan
le pain quotidien- broad street,"85 broad st,",10004,cafe american,$$,10J,Not Critical,A,129313,894200,5015,156.1,2807,Lower Manhattan,Manhattan
primary,"26 broadway, fl 8,",10004,cafe,$,04A,Critical,A,129313,894200,5015,156.1,2807,Lower Manhattan,Manhattan
pranzo,"34 water st, ,",10004,italian,$,10B,Not Critical,A,129313,894200,5015,156.1,2807,Lower Manhattan,Manhattan
cafe 11,"11 broadway, ,",10004,jewish bars japanese,$$,10E,Not Critical,A,129313,894200,5015,156.1,2807,Lower Manhattan,Manhattan
cafe plaza deli,"11 broadway, ,",10004,jewish bars japanese american,$$,10B,Not Critical,A,129313,894200,5015,156.1,2807,Lower Manhattan,Manhattan
bluestone lane coffee,"30 broad st, ,",10004,cafe,$,10F,Not Critical,A,129313,894200,5015,156.1,2807,Lower Manhattan,Manhattan
mad dog & beans,"83 pearl st, ,",10004,mexican bars,$$,06F,Critical,A,129313,894200,5015,156.1,2807,Lower Manhattan,Manhattan
num pang sandwich shop,"75 broad st, ,",10004,asian cambodian,$$,02B,Critical,A,129313,894200,5015,156.1,2807,Lower Manhattan,Manhattan
nebraska steakhouse,"15 stone st, ,",10004,seafood american,$$$,10F,Not Critical,B,129313,894200,5015,156.1,2807,Lower Manhattan,Manhattan
bavaria bierhouse,"19 s william st,",10004,bars german,$$,02G,Critical,A,129313,894200,5015,156.1,2807,Lower Manhattan,Manhattan
flavors,"27 whitehall st, ,",10004,american,$,10F,Not Critical,A,129313,894200,5015,156.1,2807,Lower Manhattan,Manhattan
"the ritz-carlton new york, battery park","2 west st, ,",10004,american,$$$$,10F,Not Critical,A,129313,894200,5015,156.1,2807,Lower Manhattan,Manhattan
pret a manger,"50 broadway, ,",10004,cafe,$$,02G,Critical,A,129313,894200,5015,156.1,2807,Lower Manhattan,Manhattan
chipotle mexican grill,"2 broadway,",10004,mexican,$,08A,Not Critical,A,129313,894200,5015,156.1,2807,Lower Manhattan,Manhattan
new golden chopstick chinese restaurant,"77 pearl st, ,",10004,chinese,$,08C,Not Critical,B,129313,894200,5015,156.1,2807,Lower Manhattan,Manhattan
el toro mexican grill,"69 new st, ,",10004,mexican,$,10F,Not Critical,A,129313,894200,5015,156.1,2807,Lower Manhattan,Manhattan
terrace fish & chips,"77 pearl st, ,",10004,seafood,$$,06C,Critical,A,129313,894200,5015,156.1,2807,Lower Manhattan,Manhattan
financier patisserie,"62 stone st, ,",10004,bakery french cafe,$$,02G,Critical,A,129313,894200,5015,156.1,2807,Lower Manhattan,Manhattan
fika,"66 pearl st, ,",10004,scandinavian cafe,$,06D,Critical,A,129313,894200,5015,156.1,2807,Lower Manhattan,Manhattan
table green cafe,"battery park, ,",10004,,$,10F,Not Critical,A,129313,894200,5015,156.1,2807,Lower Manhattan,Manhattan
table green cafe,"battery park, ,",10004,cafe,$,06F,Critical,A,129313,894200,5015,156.1,2807,Lower Manhattan,Manhattan
nu sushi,"76 pearl st, ,",10004,bars japanese,$$,10H,Not Critical,A,129313,894200,5015,156.1,2807,Lower Manhattan,Manhattan
the brass tap,"whitehall ferry te, 4 south st, unit 203,",10004,bars american,$$,06D,Critical,A,129313,894200,5015,156.1,2807,Lower Manhattan,Manhattan
the dubliner,"45 stone st, ,",10004,bars irish,$$,02G,Critical,A,129313,894200,5015,156.1,2807,Lower Manhattan,Manhattan
all american deli,"42 water st, ,",10004,,$,08A,Not Critical,A,129313,894200,5015,156.1,2807,Lower Manhattan,Manhattan
justino's pizzeria,"77 pearl st, ,",10004,italian,$,02B,Critical,A,129313,894200,5015,156.1,2807,Lower Manhattan,Manhattan
pret a manger,"60 broad street, ,",10004,cafe,$,10F,Not Critical,A,129313,894200,5015,156.1,2807,Lower Manhattan,Manhattan
chipotle mexican grill,"one new york plz, concourse level,",10004,mexican,$,06A,Critical,A,129313,894200,5015,156.1,2807,Lower Manhattan,Manhattan
au bon pain,"60 broad st, ,",10004,cafe,$,10B,Not Critical,A,129313,894200,5015,156.1,2807,Lower Manhattan,Manhattan
cafe plaza deli,"11 broadway, ,",10004,jewish american,$,10E,Not Critical,A,129313,894200,5015,156.1,2807,Lower Manhattan,Manhattan
cafe plaza deli,"11 broadway, ,",10004,american,$,10B,Not Critical,A,129313,894200,5015,156.1,2807,Lower Manhattan,Manhattan
just salad,"90 broad st, ,",10004,bars cafe,$$,10F,Not Critical,A,129313,894200,5015,156.1,2807,Lower Manhattan,Manhattan
stir cafe,"32 broadway, ste 1,",10004,american,$,10B,Not Critical,A,129313,894200,5015,156.1,2807,Lower Manhattan,Manhattan
subway,"11 broadway, ,",10004,,$,06C,Critical,B,129313,894200,5015,156.1,2807,Lower Manhattan,Manhattan
lenwich,"32 water st, ,",10004,mexican,$$,06E,Critical,A,129313,894200,5015,156.1,2807,Lower Manhattan,Manhattan
hampton inn manhattan/downtown-financial district,"32 pearl st, ,",10004,,$$,06C,Critical,A,129313,894200,5015,156.1,2807,Lower Manhattan,Manhattan
blue bar at india house,"1 hanover square,",10004,american,$$$,10F,Not Critical,A,129313,894200,5015,156.1,2807,Lower Manhattan,Manhattan
starbucks,"2 broadway, ,",10004,cafe,$$,10F,Not Critical,A,129313,894200,5015,156.1,2807,Lower Manhattan,Manhattan
justino's pizzeria,"77 pearl st, ,",10004,italian,$,02B,Critical,A,129313,894200,5015,156.1,2807,Lower Manhattan,Manhattan
ruben's empanadas,"77 pearl st, ,",10004,american cuban puerto rican latin dominican,$,10B,Not Critical,A,129313,894200,5015,156.1,2807,Lower Manhattan,Manhattan
poke green,"164 pearl st,",10005,hawaiian,$$,10F,Not Critical,Z,124670,1000001,92791,158.3,6822,Lower Manhattan,Manhattan
open market,"15 william st,",10005,burgers american,$$,02G,Critical,B,124670,1000001,92791,158.3,6822,Lower Manhattan,Manhattan
sweetgreen wall street,67 wall st,10005,vegan,$$,10B,Not Critical,A,124670,1000001,92791,158.3,6822,Lower Manhattan,Manhattan
cafe arte,75 wall st,10005,korean american,$,04N,Critical,A,124670,1000001,92791,158.3,6822,Lower Manhattan,Manhattan
neapolitan express,"40 wall st, ,",10005,italian,$$,10H,Not Critical,A,124670,1000001,92791,158.3,6822,Lower Manhattan,Manhattan
amba fidi,"160 pearl st,",10005,jewish middle eastern,$,10F,Not Critical,A,124670,1000001,92791,158.3,6822,Lower Manhattan,Manhattan
cafe water,"130 water st, ,",10005,american,$$,06F,Critical,B,124670,1000001,92791,158.3,6822,Lower Manhattan,Manhattan
the full shilling,"160 pearl st, ,",10005,bars irish,$$,10F,Not Critical,A,124670,1000001,92791,158.3,6822,Lower Manhattan,Manhattan
the best of new york food,"150 water st, ,",10005,american,$,06F,Critical,Z,124670,1000001,92791,158.3,6822,Lower Manhattan,Manhattan
koyzina kafe,"62 william st, ,",10005,american,$$,10F,Not Critical,A,124670,1000001,92791,158.3,6822,Lower Manhattan,Manhattan
taz cafe,"54 pine st, ,",10005,american,$,08A,Not Critical,A,124670,1000001,92791,158.3,6822,Lower Manhattan,Manhattan
chop't,"80 pine st, ,",10005,,$$,10F,Not Critical,A,124670,1000001,92791,158.3,6822,Lower Manhattan,Manhattan
neapolitan express food truck,"40 wall st,",10005,italian,$$,10H,Not Critical,A,124670,1000001,92791,158.3,6822,Lower Manhattan,Manhattan
the country cafe,"60 wall st, ,",10005,,$,08A,Not Critical,B,124670,1000001,92791,158.3,6822,Lower Manhattan,Manhattan
duetsche bank - main cafe,"60 wall st, ,",10005,american,$,10F,Not Critical,A,124670,1000001,92791,158.3,6822,Lower Manhattan,Manhattan
au bon pain,"80 pine st, ,",10005,,$,02G,Critical,A,124670,1000001,92791,158.3,6822,Lower Manhattan,Manhattan
schilling,"109 washington st, ,",10006,bars middle eastern european american,$$$,04K,Critical,Z,131280,808600,62791,128.8,6421,Lower Manhattan,Manhattan
trinity place bar & restaurant,"115 broadway, ,",10006,irish american,$$,04L,Critical,A,131280,808600,62791,128.8,6421,Lower Manhattan,Manhattan
morton's the steakhouse,"136 washington st, ,",10006,american,$$$,10F,Not Critical,A,131280,808600,62791,128.8,6421,Lower Manhattan,Manhattan
china chalet,"47 broadway, ,",10006,chinese,$$,02G,Critical,Z,131280,808600,62791,128.8,6421,Lower Manhattan,Manhattan
bill's bar and burger downtown,"new york marriott downtown, 85 west street,",10006,bars burgers american,$$,10F,Not Critical,A,131280,808600,62791,128.8,6421,Lower Manhattan,Manhattan
st george tavern restaurant & bar,"103 washington st, ,",10006,bars asian french,$$,04H,Critical,C,131280,808600,62791,128.8,6421,Lower Manhattan,Manhattan
clinton hall,"90 washington st,",10006,bars american,$$,10F,Not Critical,A,131280,808600,62791,128.8,6421,Lower Manhattan,Manhattan
ruchi indian cuisine,"120 cedar st, ,",10006,indian,$$,04M,Critical,B,131280,808600,62791,128.8,6421,Lower Manhattan,Manhattan
wogies bar and grill,44 trinity pl,10006,american,$$,06D,Critical,A,131280,808600,62791,128.8,6421,Lower Manhattan,Manhattan
essex world cafe,"112 liberty st, ,",10006,american,$,08A,Not Critical,A,131280,808600,62791,128.8,6421,Lower Manhattan,Manhattan
subway,"106 greenwich st, ste 1,",10006,,$,08C,Not Critical,A,131280,808600,62791,128.8,6421,Lower Manhattan,Manhattan
charlys,"110 trinity pl, ,",10006,italian american,$,06D,Critical,A,131280,808600,62791,128.8,6421,Lower Manhattan,Manhattan
pronto pizza,"114 liberty st, ,",10006,italian,$,02B,Critical,A,131280,808600,62791,128.8,6421,Lower Manhattan,Manhattan
cafe exchange,"49 broadway, ,",10006,american,$,08A,Not Critical,B,131280,808600,62791,128.8,6421,Lower Manhattan,Manhattan
cafe exchange,"49 broadway, ,",10006,american,$,08A,Not Critical,B,131280,808600,62791,128.8,6421,Lower Manhattan,Manhattan
panini & co,"115 broadway, ,",10006,,$$,10F,Not Critical,A,131280,808600,62791,128.8,6421,Lower Manhattan,Manhattan
burger king,"106 liberty st, ,",10006,burgers american,$,06A,Critical,A,131280,808600,62791,128.8,6421,Lower Manhattan,Manhattan
bravo kosher pizza/bravo kosher burger,"17 trinity pl, ,",10006,jewish burgers,$$,06C,Critical,A,131280,808600,62791,128.8,6421,Lower Manhattan,Manhattan
subway,"111 broadway, ,",10006,,$,04A,Critical,A,131280,808600,62791,128.8,6421,Lower Manhattan,Manhattan
bean n bean,"71 broadway, ,",10006,cafe american,$$,10B,Not Critical,A,131280,808600,62791,128.8,6421,Lower Manhattan,Manhattan
little park,"85 w broadway, ,",10007,seafood american,$$$,06B,Critical,A,216037,1000001,39918,151.5,6525,Lower Manhattan,Manhattan
gunbae,"67 murray st, ,",10007,korean,$$$,04H,Critical,A,216037,1000001,39918,151.5,6525,Lower Manhattan,Manhattan
mulberry & vine,"73 warren st, ,",10007,vegan american,$$,06A,Critical,A,216037,1000001,39918,151.5,6525,Lower Manhattan,Manhattan
gran morsi,"22 warren st, ,",10007,italian,$$$,08A,Not Critical,A,216037,1000001,39918,151.5,6525,Lower Manhattan,Manhattan
sole di capri,"165 church st, ,",10007,italian,$$,06D,Critical,A,216037,1000001,39918,151.5,6525,Lower Manhattan,Manhattan
benares,"45 murray st, ,",10007,indian,$$,10F,Not Critical,A,216037,1000001,39918,151.5,6525,Lower Manhattan,Manhattan
kaede japanese restaurant,"90 chambers st,",10007,japanese,$$,10B,Not Critical,A,216037,1000001,39918,151.5,6525,Lower Manhattan,Manhattan
kaede japanese restaurant,"90 chambers st,",10007,japanese,$$,10F,Not Critical,A,216037,1000001,39918,151.5,6525,Lower Manhattan,Manhattan
manhattan proper,"6 murray st,",10007,bars american,$$,04L,Critical,A,216037,1000001,39918,151.5,6525,Lower Manhattan,Manhattan
rosa mexicano tribeca,"41 murray st, ,",10007,mexican,$$,06A,Critical,A,216037,1000001,39918,151.5,6525,Lower Manhattan,Manhattan
racines,"94 chambers st, ,",10007,bars french,$$$,04C,Critical,A,216037,1000001,39918,151.5,6525,Lower Manhattan,Manhattan
church publick,"78 reade st, ,",10007,bars american,$$,02G,Critical,A,216037,1000001,39918,151.5,6525,Lower Manhattan,Manhattan
delimarie,"106 duane st, ,",10007,american,$,10F,Not Critical,A,216037,1000001,39918,151.5,6525,Lower Manhattan,Manhattan
pho king,"111 church st,",10007,vietnamese cambodian malaysia,$$,05H,Critical,B,216037,1000001,39918,151.5,6525,Lower Manhattan,Manhattan
sheezan restaurant,"183 church st, ,",10007,bangladeshi pakistani indian,$,04M,Critical,B,216037,1000001,39918,151.5,6525,Lower Manhattan,Manhattan
dirty bird to go,"155 chambers st, ,",10007,american,$,06C,Critical,A,216037,1000001,39918,151.5,6525,Lower Manhattan,Manhattan
jupioca,"113 church st, ,",10007,bars cafe,$,04N,Critical,A,216037,1000001,39918,151.5,6525,Lower Manhattan,Manhattan
new york vintners,"21 warren st, ,",10007,bars american,$$,10H,Not Critical,A,216037,1000001,39918,151.5,6525,Lower Manhattan,Manhattan
sun in bloom,"165 church st, ,",10007,bars vegan cafe,$$,06C,Critical,A,216037,1000001,39918,151.5,6525,Lower Manhattan,Manhattan
