name,address,zipcode,cuisine,price,rating,review_count
sticky rice,"85 orchard st, ,",10002,thai barbeque cocktail bars,$$,3.5,284
rice noodle cart,"entrace of east broadway mta & wing shoon seafood restaurant, at e broadway and rutgers st,",10002,food stands noodles,$,4.5,56
hua xia,"49 division st, ,",10002,chinese,$$,4.0,2
sushiya,"117 e houston st, ,",10002,sushi bars,$,4.0,1
bistroshopp,"124 ridge st, ,",10002,food stands burgers fast food,$,5.0,1
williamsburg pizza,"277 broome st, ,",10002,pizza,$,4.0,108
s wan cafe,85 eldridge st lower e,10002,cafes chinese,$,4.0,68
schiller's liquor bar,"131 rivington st,",10002,breakfast & brunch american (traditional) bars,$$,3.5,801
iguazu cafe & grill,"26 jefferson st, ,",10002,latin american,$,4.0,30
hok zhou restaurant,"93 e broadway, ,",10002,chinese,$,3.5,4
khushboo indian restaurant,"6 clinton st, ,",10002,indian wine bars,$$,4.5,71
creperie,"135 ludlow st, ,",10002,creperies,$,4.0,417
one more thai,"6 clinton st,",10002,thai,$$,3.5,160
cafe petisco,"189 e broadway, ,",10002,breakfast & brunch coffee & tea sandwiches,$$,4.0,289
the fat radish,"17 orchard st, ,",10002,british american (new),$$$,3.5,473
ivan ramen,"25 clinton st, ,",10002,ramen breakfast & brunch vegetarian,$$,3.5,568
la caverna,"122-124 rivington st, ,",10002,bars tapas/small plates,$$,3.0,434
fuleen seafood restaurant,"11 division st, ,",10002,chinese seafood,$$,3.0,74
nonna's les pizzeria,"105 clinton st, ,",10002,italian pizza sandwiches,$,4.0,179
mee cafe,"26 rutgers st, ,",10002,coffee & tea cafes,$,4.5,49
zafis luncheonette,"500 grand st, ,",10002,diners breakfast & brunch,$,3.0,42
rawsome treats,"212 e broadway, ,",10002,desserts live/raw food,$$$,4.5,20
happy express cafe,"6 allen st, ,",10002,cafes cantonese,$,4.0,25
birds & bubbles,"100b forsyth st,",10002,southern,$$$,3.5,221
puebla,"120 essex st, ,",10002,mexican,$,4.0,11
whole foods market,"95 e houston st, ,",10002,specialty food grocery coffee & tea,$$,4.0,561
nam son vietnamese restaurant,"245 grand st, ,",10002,vietnamese,$,3.5,358
taco recipes,"23 essex st, ,",10002,tex-mex,$,3.5,22
kang kee,"124 hester st, ,",10002,chinese,$$,4.5,6
loreley beer garden,"7 rivington st,",10002,german pubs beer gardens,$$,3.5,483
essex,"120 essex st, ,",10002,bars american (new),$$,3.5,1583
sauce,"78 rivington st, ,",10002,italian,$$,3.5,513
hot mini cakes,"se corner of grand st & bowery, ,",10002,bakeries food stands,$,4.5,79
el castillo de jagua 2,"521 grand st, ,",10002,spanish dominican american (traditional),$,3.0,62
grand street rice noodle cart,"bowery st & chrystie st, ,",10002,street vendors noodles,$,4.0,4
new ah ping snacketeria,"45 division street, ,",10002,chinese,$,4.5,2
galeria,"43 clinton st,",10002,brazilian juice bars & smoothies art galleries,$$,4.5,34
hou yi hot pot,"92 hester st, ,",10002,hot pot,$$,4.0,270
yi mei gourmet food,"51 division st, ,",10002,bakeries chinese,$,3.0,14
golden forest,"353 grand st, ,",10002,chinese,$,4.0,85
ak us group,"95 chrystie st, ,",10002,cantonese,$,4.0,9
saluggi's,"399 grand st,",10002,pizza italian sports bars,$$,4.0,16
sheng wang,"27 eldridge st, ,",10002,chinese noodles,$,4.0,120
spitzer's corner,"101 rivington st, ,",10002,pubs,$$,3.5,917
a-1 pizza shop,"505 grand st, ,",10002,pizza,$,4.0,17
m star cafe,"19 division st,",10002,chinese breakfast & brunch sandwiches,$,3.5,197
mr. taka ramen,"170 allen st, ,",10002,ramen,$$,3.5,175
hana japanese cuisine,"111 rivington st, ,",10002,japanese,$$,3.5,126
cheung wong kitchen,"38 allen st, ,",10002,chinese hong kong style cafe,$,4.0,29
la flaca,"384 grand st, ,",10002,mexican breakfast & brunch,$$,3.5,236
upstate,"95 1st ave, ,",10003,seafood,$$,4.5,1306
tim ho wan,"85 4th ave,",10003,dim sum,$$,3.5,221
thai villa,"5 e 19th st, g floor,",10003,thai,$$,4.5,310
the pokéspot,"120 4th ave,",10003,poke hawaiian,$$,4.0,320
il cantinori,"32 e 10th st, ,",10003,italian,$$$,4.0,189
love mamak,"174 2nd ave, ,",10003,thai malaysian vietnamese,$$,4.0,2249
ichabod's,"15 irving pl,",10003,american (new) breakfast & brunch,$$,4.0,443
gramercy tavern,"42 e 20th st, ,",10003,american (new),$$$$,4.5,2139
midwinter kitchen,"327 2nd ave,",10003,comfort food breakfast & brunch,$$,4.5,136
taboonette,"30 e 13th st, ,",10003,mediterranean middle eastern american (new),$$,4.5,604
kotobuki manhattan,"56 3rd ave,",10003,japanese sushi bars seafood,$$,4.0,365
ippudo east village,"65 4th ave, ,",10003,ramen,$$,4.0,8397
white oak tavern,"21 waverly pl, ,",10003,bars comfort food american (traditional),$$,4.0,175
benemon,"108 e 4th st,",10003,japanese,$$,4.5,190
tsurutontan udon noodle brasserie,"21 e 16th st, ,",10003,japanese noodles soup,$$,4.0,358
the boil,"17 waverly pl, ,",10003,cajun/creole seafood,$$,4.0,190
raku,"342 e 6th st, ,",10003,japanese noodles,$$,4.5,350
ayios greek rotisserie,"2 saint marks pl,",10003,greek,$$,4.5,54
barn joo,"35 union square w,",10003,korean gastropubs asian fusion,$$,4.0,883
abc kitchen,"35 e 18th st, ,",10003,american (new) french,$$$,4.0,2328
momofuku ko,"8 extra pl, ,",10003,american (new),$$$$,4.5,149
the cellar,"900 broadway, ,",10003,wine bars american (new) american (traditional),$$,4.0,491
irvington,"the w hotel, 201 park ave s,",10003,american (new),$$$,3.5,93
momofuku ssam bar,"207 2nd ave,",10003,american (new),$$$,4.0,2017
the eddy,"342 e 6th st, ,",10003,american (new),$$$,4.5,277
cava,"143 4th ave,",10003,mediterranean,$$,4.5,61
follia nyc,"179 3rd ave,",10003,wine bars italian pizza,$$,4.0,23
gramercy farmer & the fish,"245 park ave s,",10003,american (traditional) seafood,$$$,4.0,40
milon,"93 1st ave, ,",10003,indian bangladeshi,$$,3.5,419
the bao,"13 st marks pl, ,",10003,chinese,$$,4.0,676
soba-ya,"229 e 9th st, ,",10003,japanese noodles,$$,4.0,1116
gotham bar and grill,"12 e 12th st, ,",10003,american (new) bars,$$$$,4.5,1269
biang!,"157 2nd ave, ,",10003,chinese noodles,$$,4.0,188
la contrada,"67 2nd ave cross 4th st,",10003,italian lounges american (traditional),$$,4.0,107
blue water grill,"31 union sq w, ,",10003,seafood sushi bars,$$$,4.0,1252
bowllin',"27 waverly pl, ,",10003,korean asian fusion poke,$$,4.0,56
la maison du croque monsieur,"17 e 13th st, ,",10003,sandwiches french,$,4.0,230
ichiba ramen by shinokubo,"125 university pl,",10003,ramen poke izakaya,$$,4.0,169
tu-lu's gluten-free bakery,"338 e 11th st, ,",10003,bakeries gluten-free,$,4.0,420
klong,"7 st marks pl, ,",10003,thai,$$,3.5,864
izakaya,"326 e 6th st, ,",10003,izakaya tapas/small plates,$$,4.5,140
ducks eatery,"351 e 12th st, ,",10003,french cajun/creole american (traditional),$$,4.0,462
rosie's,"29 e second st,",10003,mexican,$$,4.0,296
san marzano pasta fresca,"117 second ave, ,",10003,italian pasta shops,$,4.0,390
city crab shack,"10 e 16th st, ,",10003,seafood live/raw food,$$,3.5,151
yakitori taisho,"5 st marks pl, ste 1,",10003,sushi bars pubs izakaya,$$,3.5,1396
narcissa,"25 cooper sq, ,",10003,american (new),$$$,4.0,348
' la cerveceria,"65 2nd ave, ,",10003,latin american peruvian tapas/small plates,$$,4.0,526
ootoya greenwich village,"41 e 11th st, ,",10003,japanese,$$,4.0,153
mi garba,"129 4th ave, ,",10003,italian,$$,4.0,54
bergen hill,"64 cooper sq, ,",10003,cocktail bars seafood,$$$,4.5,186
mark,"33 st marks pl, ,",10003,burgers,$,4.0,946
yakiniku west,"218 e 9th st, ,",10003,japanese barbeque,$$,4.0,573
cooper's craft & kitchen,"87 2nd ave, ,",10003,bars american (new) gastropubs,$$,4.0,308
ngam,"99 3rd ave, ,",10003,thai cooking schools comfort food,$$,4.0,1027
misirizzi,"36 e 4th st,",10003,italian,$$$,5.0,16
royal bangladesh indian restaurant,"93 1st ave, ,",10003,indian bangladeshi,$,2.5,129
craft,"43 e 19th st, ,",10003,american (new),$$$$,4.0,810
angel's share,"8 stuyvesant st, ,",10003,japanese cocktail bars,$$,4.5,1643
sigiri,"91 1st ave,",10003,sri lankan vegetarian,$$,4.0,438
zundo-ya,"84 e 10th st, ,",10003,ramen,$$,4.0,374
korilla bbq,"23 3rd ave, ,",10003,korean salad asian fusion,$$,4.0,297
semsom,"2 astor pl,",10003,mediterranean lebanese,$,4.0,138
casa mono,"52 irving pl, ,",10003,spanish tapas bars basque,$$$,3.5,1019
miscelanea ny,"63 e 4th st,",10003,coffee & tea mexican sandwiches,$,5.0,119
dos toros taqueria,"137 4th ave, ,",10003,mexican,$,4.0,1204
café orlin,"41 st marks pl, ,",10003,middle eastern cafes,$$,4.0,1646
baohaus,"238 e 14th st, ,",10003,chinese taiwanese,$,3.5,1490
k'ook,"324 e 6th st,",10003,korean,$$,4.0,245
maharlika,"111 1st ave, ,",10003,filipino,$$,4.0,1121
feast,"102 3rd ave,",10003,american (new) breakfast & brunch,$$$,4.0,339
cha-an,"230 e 9th st, 2nd fl,",10003,japanese tea rooms,$$,4.0,1297
posto,"310 2nd ave,",10003,pizza italian sandwiches,$$,4.0,499
ponty bistro,"218 3rd ave, ,",10003,african french,$$,4.0,446
union fare restaurant,"6 e 18th st, ,",10003,american (new),$$$,3.5,108
the black ant,"60 2nd ave, ,",10003,mexican,$$,4.0,313
divya's kitchen,"25 1st ave,",10003,gluten-free vegan vegetarian,$$,5.0,42
hi-collar,"214 e 10th st, ,",10003,japanese coffee & tea bars,$$,4.5,251
the smith,"55 3rd ave, ,",10003,american (new) breakfast & brunch brasseries,$$,3.5,1588
the grey dog,"90 university pl, ,",10003,coffee & tea breakfast & brunch american (traditional),$$,4.0,806
veselka,"144 2nd ave, ,",10003,diners ukrainian,$$,4.0,1845
han dynasty,"90 3rd ave, ,",10003,szechuan soup,$$,4.0,806
momofuku noodle bar,"171 1st ave, ,",10003,ramen american (new),$$,3.5,3500
ise restaurant,"63 cooper sq, ,",10003,japanese sushi bars,$$$,4.5,74
asia de cuba,"415 lafayette st,",10003,cuban latin american asian fusion,$$$,4.0,189
jewel bako,"239 e 5th st, ,",10003,sushi bars japanese,$$$$,4.0,419
ugly kitchen,"103 1st ave,",10003,bars asian fusion filipino,$$,4.0,439
abc cocina,"38 e 19th st, ,",10003,latin american tapas/small plates,$$$,4.0,610
tac n roll,"124 e 4th st,",10003,tacos fast food sandwiches,$,4.5,84
oiji,"119 1st ave, ,",10003,korean,$$$,4.5,268
bite,"211 e 14th st, ,",10003,sandwiches salad mediterranean,$,4.0,525
sugarfish by sushi nozawa,33 e 20th st,10003,sushi bars,$$$,4.0,137
emojo burger,"261 1st ave,",10003,burgers tacos chicken wings,$,4.5,42
flats fix taqueria,"30 east 16th street, ,",10003,tex-mex mexican,$$,4.0,73
taqueria diana,"129 2nd ave,",10003,mexican,$,4.0,521
hot pot central,"188 2nd ave,",10003,hot pot,$$,3.5,29
the mermaid inn,"96 2nd ave, ,",10003,seafood,$$$,4.0,1057
florian,"225 park ave s, ,",10003,italian pizza,$$$,4.0,214
linen hall,"101 3rd ave, ,",10003,bars american (traditional),$$,3.5,116
xi'an famous foods,"81 st marks pl, ,",10003,chinese noodles burgers,$,4.0,1309
the organic grill,"123 1st ave, ,",10003,vegan burgers organic stores,$$,3.5,306
milk and hops,"779 broadway, ,",10003,"cheese shops beer, wine & spirits sandwiches",$$,4.5,61
mighty quinn's barbeque,"103 2nd ave, ,",10003,barbeque,$$,4.0,1350
degustation,"239 e 5th st,",10003,french american (new) spanish,$$$,4.0,590
hotel tortuga,"246 e 14th st, ,",10003,mexican vegetarian vegan,$$,4.0,372
nix,"72 university pl, ,",10003,american (new) vegetarian vegan,$$$,4.0,149
the gray mare,"61 2nd ave,",10003,cocktail bars american (traditional) lounges,$$,5.0,9
friend of a farmer,"77 irving pl, ,",10003,breakfast & brunch american (traditional) desserts,$$,3.5,1001
risotteria melotti,"309 e 5th st, ,",10003,italian gluten-free wine bars,$$,4.5,164
beyond sushi,"229 e 14th st, ,",10003,vegetarian sushi bars vegan,$$,4.5,752
bar jamón,"125 e 17th st,",10003,spanish tapas bars,$$$,4.0,247
ribalta pizza,"48 e 12th st, ,",10003,pizza italian gluten-free,$$,4.0,311
le coq rico,"30 e 20th st,",10003,brasseries,$$$,4.0,141
le midi,"11 e 13th st,",10003,french bars,$$,4.0,251
jack's sliders & sushi,"171 3rd ave, ,",10003,japanese burgers sushi bars,$$,4.0,256
shu han ju ii,"58 3rd ave,",10003,szechuan seafood,$$,3.5,12
num pang sandwich shop,"28 e 12th st,",10003,cambodian sandwiches,$,4.0,1299
panna ii garden indian restaurant,"93 1st ave, ,",10003,indian,$$,3.0,674
fish bar,"237 e 5th st, ,",10003,bars seafood,$,4.0,78
tuck shop,"68 e 1st st, ,",10003,australian,$,4.0,341
jeepney,"201 1st ave, ,",10003,filipino gastropubs burgers,$$,4.0,708
artichoke basille's pizza,"328 e 14th st, ,",10003,pizza,$,4.0,3247
paul's da burger joint,"131 2nd ave, ,",10003,burgers,$,4.0,780
lionsbeerstore,"104 2nd ave, ,",10003,bars gastropubs american (new),$$,4.5,69
adalya,"55 irving pl,",10003,mediterranean,$$$,4.0,96
streecha,"33 e 7th st, ,",10003,ukrainian,$,4.5,85
curry-ya,"214 e 10th st, ,",10003,japanese curry,$$,4.0,588
otto's tacos,"141 2nd ave,",10003,mexican,$,4.0,578
the halal guys,"307 east 14th st, ,",10003,middle eastern halal,$,4.0,552
the library at the public,"425 lafayette st, ,",10003,american (new) lounges cocktail bars,$$$,4.0,128
casa neta,"40 e 20th st,",10003,mexican lounges,$$$,4.0,23
n'eat,"58 2nd ave,",10003,modern european,$$$,4.0,29
al vicoletto,"9 e 17th st, ,",10003,italian wine bars delis,$$,4.0,74
union square cafe,"101 e 19th st, ,",10003,american (new) cafes wine bars,$$$,4.0,861
lil' frankie's,"19 1st ave, ,",10003,pizza italian,$$,4.0,734
the copper still,"151 2nd ave, ,",10003,bars gastropubs,$$,4.0,96
new mizu sushi,"350 e 9th st,",10003,sushi bars japanese,$$,5.0,21
bluestone lane,"770 broadway,",10003,coffee & tea gluten-free breakfast & brunch,$$,4.0,9
piccola strada,"77 e 4th st, between 5th ave,",10003,italian,$$,4.0,135
wok to walk,"42 union sq e, ,",10003,asian fusion fast food,$,4.0,134
dan and john's wings,"135 1st ave, ,",10003,chicken wings,$$,4.5,142
paquito's restaurant,"143 1st ave, ,",10003,mexican tex-mex,$$,3.5,189
mamoun's falafel,"30 st marks pl,",10003,middle eastern falafel,$,4.0,969
bowery meat company,"9 e 1st st, ,",10003,steakhouses seafood meat shops,$$$,4.0,239
mud,"307 e 9th st, ,",10003,coffee & tea breakfast & brunch,$$,4.0,861
esperanto fonda,"58 e 1st st,",10003,spanish,$,4.5,7
gyu-kaku japanese bbq,"34 cooper sq, ,",10003,japanese barbeque,$$$,4.0,1302
shabu-tatsu east village,"216 e 10th st, ,",10003,japanese barbeque hot pot,$$,4.0,494
udon west,"11 st marks pl, ,",10003,japanese noodles,$,3.5,642
sake bar decibel,"240 e 9th st, ,",10003,bars japanese,$$,4.0,748
dorado tacos,"28 e 12th st, ,",10003,mexican gluten-free,$,4.0,464
local 92,"92 2nd ave, ,",10003,mediterranean,$$,4.0,233
angelica kitchen,"300 e 12th st, ,",10003,vegetarian,$$,3.5,717
indochine,"430 lafayette st, ste a,",10003,vietnamese french,$$$,3.5,283
senor pollo,"221 1st ave, ,",10003,latin american peruvian,$,4.0,209
yuba,"105 e 9th st, ,",10003,japanese sushi bars,$$$,4.0,288
raj mahal,"322 e 6th st, ste 1,",10003,indian,$$,3.0,169
joe jr. restaurant,"167 3rd ave, ,",10003,diners,$,4.0,231
99 miles to philly,"94 3rd ave,",10003,sandwiches,$$,4.0,540
klimat lounge,"77 e 7th st, ,",10003,polish lounges wine bars,$$,4.0,127
otto enoteca pizzeria,"one fifth ave at 8th st, ,",10003,italian pizza,$$,3.5,1861
motorino,"349 e 12th st, ,",10003,pizza italian,$$,4.0,899
cacio e pepe,"182 2nd ave,",10003,italian bars,$$,3.5,282
the winslow,"243 e 14th st, ,",10003,pubs,$$,4.0,325
boka,"9 st marks pl, ,",10003,korean,$$,3.5,1210
bluestone lane,"51 astor pl, ,",10003,coffee & tea breakfast & brunch gluten-free,$$,4.5,29
the loop,"173 3rd ave, ,",10003,sushi bars,$$,4.0,352
pata negra,"345 e 12th st, ,",10003,tapas bars wine bars spanish,$$,4.0,337
madame vo,"212 e 10th st,",10003,vietnamese,$$,4.0,47
kanoyama,"175 2nd ave,",10003,japanese sushi bars,$$$,4.0,514
wise men,"355 bowery, ,",10003,american (new) cocktail bars lounges,$$,4.0,72
l'apicio,"13 e 1st st, ,",10003,italian wine bars,$$$,4.0,333
lafayette,"380 lafayette st, ,",10003,french brasseries bakeries,$$$,3.5,631
edwin & neal's fish bar,"345 6th st, ,",10003,seafood,$$,4.0,82
prune,"54 e 1st st, ,",10003,american (new) breakfast & brunch,$$$,3.5,898
the hummus & pita,"815 broadway, ,",10003,mediterranean middle eastern vegetarian,$,4.0,145
roll it up,"63 e 7th st,",10003,ice cream & frozen yogurt desserts waffles,$,4.5,26
double zero,"65 2nd ave, ,",10003,pizza vegan wine bars,$$$,4.0,143
corkbuzz wine studio,"13 e 13th st, ,",10003,wine bars american (new),$$$,4.0,305
brick lane curry house,"99 2nd ave,",10003,indian,$$,3.5,208
fresco gelateria,"138 2nd ave, ,",10003,gelato coffee & tea breakfast & brunch,$,4.5,367
bar virage,"118 2nd ave, ,",10003,mediterranean middle eastern cocktail bars,$$,4.0,120
max brenner new york,"841 broadway,",10003,chocolatiers & shops desserts american (traditional),$$,3.5,3550
kenka,"25 st marks pl, ,",10003,sushi bars japanese,$$,3.5,1261
thai terminal,"349 e 12th st, ,",10003,thai,$$,3.5,493
tk kitchen,"26 st. marks pl., ,",10003,desserts taiwanese bubble tea,$,3.5,32
halal food brothers,"127 e 14th st,",10003,food stands halal,$,4.5,16
the headless horseman,"119 e 15th st, ,",10003,cocktail bars american (traditional) beer bar,$$,3.5,213
zaabver,"75 2nd ave,",10003,thai,$$,4.0,17
umi no ie,"86 e 3rd st, ,",10003,japanese,$$,4.0,123
beetle house,"308 east 6th st, ,",10003,american (new) modern european,$$,3.5,349
joe's pizza,"150 e 14th st, ,",10003,pizza,$,4.0,408
graffiti food & wine bar,"224 e 10th st, ,",10003,american (new) wine bars vegetarian,$$$,4.0,471
john's of 12th street,"302 e 12th st, ,",10003,italian vegan,$$,3.5,482
autre kyo ya,"10 stuyvesant st, ,",10003,japanese french wine bars,$$$,4.5,42
mayahuel,"304 e 6th st, ,",10003,mexican cocktail bars,$$,4.0,524
vapiano,"113 university pl, ,",10003,italian,$$,3.5,848
mondo piatta,"171third ave, ,",10003,pizza,$$,3.0,10
the immigrant,"341 e 9th st,",10003,wine bars,$$,4.0,305
sobakoh,"309 e 5th st,",10003,japanese,$$,4.0,223
lillie's victorian bar & restaurant,"13 e 17th st, ,",10003,venues & event spaces british gastropubs,$$,3.5,855
taqueria st. marks place,"79 st marks pl, ,",10003,mexican,$$,4.0,231
huertas,"107 1st ave,",10003,spanish basque,$$,4.0,184
barbounia,"250 park ave s, ,",10003,greek mediterranean breakfast & brunch,$$$,3.5,892
luzzo's,"211 1st ave,",10003,italian pizza,$$,4.0,935
v-nam cafe,"20 1st ave, ,",10003,vietnamese sandwiches coffee & tea,$,4.0,347
lui's thai food,"128 e 4th st, ,",10003,thai,$$,4.0,160
fuku,"163 1st ave, ,",10003,comfort food american (new),$$,3.5,402
murray's falafel,"261 1st ave, ,",10003,middle eastern kosher falafel,$,4.0,188
jp street,"52 e 8th st, ,",10003,japanese burgers chicken wings,$,3.5,90
mimi cheng's dumplings,"179 2nd ave, ,",10003,chinese taiwanese,$$,3.5,408
spice,"39 e 13th st, ,",10003,thai,$$,3.5,1297
lantern thai,"311 2nd ave, ,",10003,thai,$$,3.5,307
tortaria,"94 university pl, ,",10003,mexican,$$,3.5,464
café  standard,"25 cooper sq, ,",10003,american (new) bars cafes,$$,3.5,59
feltman's of coney island,"80 saint marks pl,",10003,hot dogs,$,5.0,20
via della pace,"48 e 7th st, ,",10003,italian,$$,3.5,390
